ObsId,RA,DEC,THETA,POS_ERR,SIGNIFICANCE,gaia_match,archival_match,chandra_match,erosita_match,ned_match,simbad_match,vizier_match,xray-binaries_match
30738,115.55491708348326,16.465254009968753,6.913896457042788,0.33931178504974896,32.617183685302734,yes,no,no,no,yes,unknown,yes,no
379,148.76569570874148,69.7248291709843,1.272090603841152,0.16654278729510108,11.9298734664917,no,yes,yes,no,no,unknown,no,no
434,134.6727642259802,14.162481662422307,0.39638490470225196,0.011327584508891075,1158.8668212890625,yes,yes,no,no,no,unknown,yes,no
807,189.43133623688877,11.818256660987915,0.6015621924403372,0.005712077892509573,2775.395263671875,yes,yes,yes,no,yes,unknown,no,yes
864,196.26888753252382,-49.63521404926009,10.939483187052522,0.6422705286346486,6.859118461608887,no,no,no,no,no,unknown,yes,no
866,172.52933084290962,-14.824251973706845,0.5843525335778779,0.006035902205478644,3066.119384765625,yes,yes,yes,no,no,unknown,yes,no
1622,202.51792132362522,47.22251153914639,3.096180064014675,0.08738088921252195,34.29560089111328,no,yes,yes,no,yes,unknown,no,yes
1808,187.7056602161345,12.39118415492763,0.6125270869355856,0.018770351661217235,335.3819580078125,no,no,yes,no,no,unknown,unknown,yes
2126,174.98762605518672,65.79702279981201,0.8108248269028774,0.010048699714620342,1380.478515625,yes,no,no,no,yes,unknown,unknown,no
2137,164.6233318063903,1.5663346690852287,0.5761684188392642,0.009417629506397796,1284.071044921875,yes,yes,yes,no,no,unknown,yes,no
2139,178.35192692064217,49.519111283539516,0.5477521173905967,0.011023740621493295,1601.098876953125,yes,yes,yes,no,no,unknown,yes,no
2144,265.9851862506796,27.88067953674243,0.2823357722788665,0.015099390218442177,793.9295654296875,yes,no,no,no,no,unknown,no,no
2145,291.9521527025857,73.96706715133153,0.2894753617377226,0.010147537475489908,1897.569580078125,yes,yes,yes,no,no,unknown,no,no
2148,180.79007019674333,44.531254918895414,0.5649003225524998,0.004803168664586527,4357.576171875,yes,yes,yes,no,no,unknown,unknown,yes
2194,315.80563242158433,76.61341265154631,5.266531304803471,0.46034881701729513,8.864335060119629,yes,no,no,no,no,unknown,yes,no
